Device : Tesla V100-SXM2-32GB-LS 

- Model mlp_bert_4
- Epochs 100
- Learning rate 3.0e-04   (n_gpus=8)

 -> Training


-------------   Fold 1 / 4  -------------

    -> Data Preparation
    -> 72119 training images
    -> 22358 validation images
    -> 13688418 trainable parameters
    -> 6943394 distilled parameters

Epoch 01/100 (step 2000) 	lr=1.1e-05 	 t=76s  	 loss=5.488	 val_loss=5.351    acc=0.030
Epoch 76/100 (step 170000) 	lr=9.7e-05 	 t=71s  	 loss=2.486	 val_loss=3.017    acc=0.750    acc_teach=0.762    acc_dist=0.753
Epoch 77/100 (step 172000) 	lr=9.3e-05 	 t=71s  	 loss=2.508	 val_loss=3.010    acc=0.755    acc_teach=0.762    acc_dist=0.759
Epoch 78/100 (step 174000) 	lr=9.0e-05 	 t=71s  	 loss=2.486	 val_loss=2.999    acc=0.756    acc_teach=0.762    acc_dist=0.765
Epoch 79/100 (step 176000) 	lr=8.6e-05 	 t=71s  	 loss=2.473	 val_loss=3.004    acc=0.757    acc_teach=0.762    acc_dist=0.755
Epoch 80/100 (step 178000) 	lr=8.2e-05 	 t=70s  	 loss=2.459	 val_loss=3.004    acc=0.758    acc_teach=0.761    acc_dist=0.759
Epoch 81/100 (step 180000) 	lr=7.9e-05 	 t=70s  	 loss=2.467	 val_loss=3.003    acc=0.760    acc_teach=0.762    acc_dist=0.754
Epoch 82/100 (step 182000) 	lr=7.5e-05 	 t=71s  	 loss=2.460	 val_loss=2.995    acc=0.758    acc_teach=0.765    acc_dist=0.759
Epoch 83/100 (step 184000) 	lr=7.2e-05 	 t=70s  	 loss=2.447	 val_loss=3.004    acc=0.756    acc_teach=0.763    acc_dist=0.761
Epoch 84/100 (step 186000) 	lr=6.8e-05 	 t=71s  	 loss=2.447	 val_loss=2.988    acc=0.757    acc_teach=0.762    acc_dist=0.759
Epoch 84/100 (step 188000) 	lr=6.5e-05 	 t=69s  	 loss=2.422	 val_loss=3.001    acc=0.754    acc_teach=0.764    acc_dist=0.764
Epoch 85/100 (step 190000) 	lr=6.1e-05 	 t=71s  	 loss=2.424	 val_loss=2.988    acc=0.759    acc_teach=0.763    acc_dist=0.763
Epoch 86/100 (step 192000) 	lr=5.7e-05 	 t=70s  	 loss=2.417	 val_loss=2.984    acc=0.759    acc_teach=0.762    acc_dist=0.763
Epoch 87/100 (step 194000) 	lr=5.4e-05 	 t=70s  	 loss=2.422	 val_loss=2.986    acc=0.758    acc_teach=0.761    acc_dist=0.762
Epoch 88/100 (step 196000) 	lr=5.0e-05 	 t=71s  	 loss=2.418	 val_loss=2.981    acc=0.758    acc_teach=0.761    acc_dist=0.760
Epoch 89/100 (step 198000) 	lr=4.7e-05 	 t=70s  	 loss=2.407	 val_loss=2.978    acc=0.761    acc_teach=0.763    acc_dist=0.761
Epoch 90/100 (step 200000) 	lr=4.3e-05 	 t=70s  	 loss=2.401	 val_loss=2.972    acc=0.762    acc_teach=0.762    acc_dist=0.764
Epoch 91/100 (step 202000) 	lr=4.0e-05 	 t=70s  	 loss=2.391	 val_loss=2.974    acc=0.761    acc_teach=0.763    acc_dist=0.764
Epoch 92/100 (step 204000) 	lr=3.6e-05 	 t=71s  	 loss=2.392	 val_loss=2.975    acc=0.760    acc_teach=0.763    acc_dist=0.764
Epoch 92/100 (step 206000) 	lr=3.2e-05 	 t=69s  	 loss=2.387	 val_loss=2.969    acc=0.763    acc_teach=0.766    acc_dist=0.766
Epoch 93/100 (step 208000) 	lr=2.9e-05 	 t=71s  	 loss=2.385	 val_loss=2.969    acc=0.760    acc_teach=0.764    acc_dist=0.767
Epoch 94/100 (step 210000) 	lr=2.5e-05 	 t=71s  	 loss=2.383	 val_loss=2.962    acc=0.763    acc_teach=0.764    acc_dist=0.768
Epoch 95/100 (step 212000) 	lr=2.2e-05 	 t=70s  	 loss=2.379	 val_loss=2.966    acc=0.761    acc_teach=0.764    acc_dist=0.768
Epoch 96/100 (step 214000) 	lr=1.8e-05 	 t=71s  	 loss=2.377	 val_loss=2.957    acc=0.764    acc_teach=0.764    acc_dist=0.766
Epoch 97/100 (step 216000) 	lr=1.5e-05 	 t=71s  	 loss=2.373	 val_loss=2.958    acc=0.765    acc_teach=0.766    acc_dist=0.767
Epoch 98/100 (step 218000) 	lr=1.1e-05 	 t=71s  	 loss=2.373	 val_loss=2.957    acc=0.764    acc_teach=0.767    acc_dist=0.768
Epoch 99/100 (step 220000) 	lr=7.5e-06 	 t=71s  	 loss=2.368	 val_loss=2.950    acc=0.768    acc_teach=0.768    acc_dist=0.768
Epoch 100/100 (step 222000) 	lr=4.0e-06 	 t=71s  	 loss=2.368	 val_loss=2.951    acc=0.767    acc_teach=0.767    acc_dist=0.770
Epoch 100/100 (step 224008) 	lr=3.7e-07 	 t=69s  	 loss=2.366	 val_loss=2.950    acc=0.767    acc_teach=0.767    acc_dist=0.770

 -> Saving weights to ../logs/2023-05-01/2/mlp_bert_4_1.pt


-------------   Fold 3 / 4  -------------

    -> Data Preparation
    -> 66240 training images
    -> 28237 validation images
    -> 13688418 trainable parameters
    -> 6943394 distilled parameters

Epoch 01/100 (step 2000) 	lr=1.1e-05 	 t=72s  	 loss=5.489	 val_loss=5.369    acc=0.022
Epoch 02/100 (step 4000) 	lr=2.3e-05 	 t=69s  	 loss=5.133	 val_loss=4.837    acc=0.134
Epoch 03/100 (step 6000) 	lr=3.5e-05 	 t=68s  	 loss=4.752	 val_loss=4.708    acc=0.161
Epoch 04/100 (step 8000) 	lr=4.6e-05 	 t=68s  	 loss=4.442	 val_loss=4.390    acc=0.297
Epoch 05/100 (step 10000) 	lr=5.8e-05 	 t=68s  	 loss=4.250	 val_loss=4.242    acc=0.341
Epoch 06/100 (step 12000) 	lr=7.0e-05 	 t=68s  	 loss=4.034	 val_loss=4.104    acc=0.402
Epoch 07/100 (step 14000) 	lr=8.1e-05 	 t=68s  	 loss=3.850	 val_loss=3.980    acc=0.436
Epoch 08/100 (step 16000) 	lr=9.3e-05 	 t=68s  	 loss=3.743	 val_loss=3.815    acc=0.505
Epoch 09/100 (step 18000) 	lr=1.0e-04 	 t=68s  	 loss=3.639	 val_loss=3.727    acc=0.532
Epoch 10/100 (step 20000) 	lr=1.2e-04 	 t=68s  	 loss=3.523	 val_loss=3.710    acc=0.534
Epoch 11/100 (step 22000) 	lr=1.3e-04 	 t=68s  	 loss=3.525	 val_loss=3.645    acc=0.557
Epoch 12/100 (step 24000) 	lr=1.4e-04 	 t=68s  	 loss=3.469	 val_loss=3.559    acc=0.584
Epoch 13/100 (step 26000) 	lr=1.5e-04 	 t=68s  	 loss=3.422	 val_loss=3.527    acc=0.602
Epoch 14/100 (step 28000) 	lr=1.6e-04 	 t=68s  	 loss=3.427	 val_loss=3.500    acc=0.608
Epoch 15/100 (step 30000) 	lr=1.7e-04 	 t=68s  	 loss=3.405	 val_loss=3.484    acc=0.610
Epoch 16/100 (step 32000) 	lr=1.9e-04 	 t=68s  	 loss=3.417	 val_loss=3.447    acc=0.633
Epoch 17/100 (step 34000) 	lr=2.0e-04 	 t=68s  	 loss=3.442	 val_loss=3.492    acc=0.603
Epoch 18/100 (step 36000) 	lr=2.1e-04 	 t=68s  	 loss=3.422	 val_loss=3.454    acc=0.635
Epoch 19/100 (step 38000) 	lr=2.2e-04 	 t=68s  	 loss=3.420	 val_loss=3.456    acc=0.628
Epoch 20/100 (step 40000) 	lr=2.3e-04 	 t=68s  	 loss=3.434	 val_loss=3.432    acc=0.637
Epoch 21/100 (step 42000) 	lr=2.4e-04 	 t=68s  	 loss=3.445	 val_loss=3.431    acc=0.634
Epoch 22/100 (step 44000) 	lr=2.6e-04 	 t=67s  	 loss=3.450	 val_loss=3.422    acc=0.633
Epoch 23/100 (step 46000) 	lr=2.7e-04 	 t=68s  	 loss=3.502	 val_loss=3.442    acc=0.640
Epoch 24/100 (step 48000) 	lr=2.8e-04 	 t=68s  	 loss=3.486	 val_loss=3.406    acc=0.648
Epoch 25/100 (step 50000) 	lr=2.9e-04 	 t=67s  	 loss=3.482	 val_loss=3.399    acc=0.645
Epoch 26/100 (step 52000) 	lr=3.0e-04 	 t=68s  	 loss=3.497	 val_loss=3.398    acc=0.645
Epoch 27/100 (step 54000) 	lr=3.0e-04 	 t=68s  	 loss=3.419	 val_loss=3.363    acc=0.658
Epoch 28/100 (step 56000) 	lr=2.9e-04 	 t=68s  	 loss=3.406	 val_loss=3.384    acc=0.660
Epoch 29/100 (step 58000) 	lr=2.9e-04 	 t=68s  	 loss=3.345	 val_loss=3.317    acc=0.669
Epoch 30/100 (step 60000) 	lr=2.8e-04 	 t=68s  	 loss=3.336	 val_loss=3.345    acc=0.662
Epoch 31/100 (step 62000) 	lr=2.8e-04 	 t=68s  	 loss=3.330	 val_loss=3.291    acc=0.681
Epoch 32/100 (step 64000) 	lr=2.8e-04 	 t=68s  	 loss=3.325	 val_loss=3.319    acc=0.669
Epoch 32/100 (step 66000) 	lr=2.7e-04 	 t=66s  	 loss=3.284	 val_loss=3.305    acc=0.670
Epoch 33/100 (step 68000) 	lr=2.7e-04 	 t=68s  	 loss=3.291	 val_loss=3.284    acc=0.673
Epoch 34/100 (step 70000) 	lr=2.6e-04 	 t=68s  	 loss=3.260	 val_loss=3.279    acc=0.677
Epoch 35/100 (step 72000) 	lr=2.6e-04 	 t=68s  	 loss=3.240	 val_loss=3.287    acc=0.680
Epoch 36/100 (step 74000) 	lr=2.6e-04 	 t=68s  	 loss=3.249	 val_loss=3.261    acc=0.684
Epoch 37/100 (step 76000) 	lr=2.5e-04 	 t=69s  	 loss=3.224	 val_loss=3.290    acc=0.672
Epoch 38/100 (step 78000) 	lr=2.5e-04 	 t=69s  	 loss=3.201	 val_loss=3.259    acc=0.689
Epoch 39/100 (step 80000) 	lr=2.5e-04 	 t=68s  	 loss=3.196	 val_loss=3.230    acc=0.696
Epoch 40/100 (step 82000) 	lr=2.4e-04 	 t=67s  	 loss=3.211	 val_loss=3.216    acc=0.694
Epoch 41/100 (step 84000) 	lr=2.4e-04 	 t=68s  	 loss=3.174	 val_loss=3.245    acc=0.688
Epoch 42/100 (step 86000) 	lr=2.3e-04 	 t=68s  	 loss=3.130	 val_loss=3.238    acc=0.685
Epoch 43/100 (step 88000) 	lr=2.3e-04 	 t=68s  	 loss=3.128	 val_loss=3.233    acc=0.692
Epoch 44/100 (step 90000) 	lr=2.3e-04 	 t=68s  	 loss=3.130	 val_loss=3.224    acc=0.687
Epoch 45/100 (step 92000) 	lr=2.2e-04 	 t=68s  	 loss=3.106	 val_loss=3.216    acc=0.694
Epoch 46/100 (step 94000) 	lr=2.2e-04 	 t=68s  	 loss=3.111	 val_loss=3.233    acc=0.687
Epoch 47/100 (step 96000) 	lr=2.1e-04 	 t=68s  	 loss=3.099	 val_loss=3.215    acc=0.696
Epoch 48/100 (step 98000) 	lr=2.1e-04 	 t=68s  	 loss=3.057	 val_loss=3.197    acc=0.699
Epoch 49/100 (step 100000) 	lr=2.1e-04 	 t=68s  	 loss=3.061	 val_loss=3.196    acc=0.699
Epoch 50/100 (step 102000) 	lr=2.0e-04 	 t=69s  	 loss=2.899	 val_loss=3.188    acc=0.708
Epoch 51/100 (step 104000) 	lr=2.0e-04 	 t=72s  	 loss=2.788	 val_loss=3.189    acc=0.711    acc_teach=0.724    acc_dist=0.715
Epoch 52/100 (step 106000) 	lr=1.9e-04 	 t=70s  	 loss=2.718	 val_loss=3.195    acc=0.713    acc_teach=0.724    acc_dist=0.714
Epoch 53/100 (step 108000) 	lr=1.9e-04 	 t=70s  	 loss=2.710	 val_loss=3.210    acc=0.707    acc_teach=0.721    acc_dist=0.715
Epoch 54/100 (step 110000) 	lr=1.9e-04 	 t=70s  	 loss=2.711	 val_loss=3.202    acc=0.712    acc_teach=0.723    acc_dist=0.710
Epoch 55/100 (step 112000) 	lr=1.8e-04 	 t=72s  	 loss=2.715	 val_loss=3.212    acc=0.707    acc_teach=0.724    acc_dist=0.716
Epoch 56/100 (step 114000) 	lr=1.8e-04 	 t=71s  	 loss=2.687	 val_loss=3.202    acc=0.713    acc_teach=0.725    acc_dist=0.710
Epoch 57/100 (step 116000) 	lr=1.8e-04 	 t=70s  	 loss=2.676	 val_loss=3.197    acc=0.717    acc_teach=0.728    acc_dist=0.719
Epoch 58/100 (step 118000) 	lr=1.7e-04 	 t=70s  	 loss=2.656	 val_loss=3.173    acc=0.718    acc_teach=0.727    acc_dist=0.717
Epoch 59/100 (step 120000) 	lr=1.7e-04 	 t=70s  	 loss=2.649	 val_loss=3.189    acc=0.712    acc_teach=0.725    acc_dist=0.716
Epoch 60/100 (step 122000) 	lr=1.6e-04 	 t=70s  	 loss=2.664	 val_loss=3.183    acc=0.713    acc_teach=0.726    acc_dist=0.718
Epoch 61/100 (step 124000) 	lr=1.6e-04 	 t=71s  	 loss=2.615	 val_loss=3.182    acc=0.714    acc_teach=0.729    acc_dist=0.722
Epoch 62/100 (step 126000) 	lr=1.6e-04 	 t=70s  	 loss=2.624	 val_loss=3.161    acc=0.724    acc_teach=0.728    acc_dist=0.714
Epoch 63/100 (step 128000) 	lr=1.5e-04 	 t=70s  	 loss=2.619	 val_loss=3.208    acc=0.709    acc_teach=0.728    acc_dist=0.715
Epoch 63/100 (step 130000) 	lr=1.5e-04 	 t=68s  	 loss=2.591	 val_loss=3.183    acc=0.713    acc_teach=0.727    acc_dist=0.720
Epoch 64/100 (step 132000) 	lr=1.4e-04 	 t=71s  	 loss=2.625	 val_loss=3.183    acc=0.714    acc_teach=0.727    acc_dist=0.721
Epoch 65/100 (step 134000) 	lr=1.4e-04 	 t=70s  	 loss=2.602	 val_loss=3.165    acc=0.718    acc_teach=0.727    acc_dist=0.726
Epoch 66/100 (step 136000) 	lr=1.4e-04 	 t=70s  	 loss=2.609	 val_loss=3.167    acc=0.717    acc_teach=0.726    acc_dist=0.719
Epoch 67/100 (step 138000) 	lr=1.3e-04 	 t=70s  	 loss=2.585	 val_loss=3.175    acc=0.714    acc_teach=0.728    acc_dist=0.721
Epoch 68/100 (step 140000) 	lr=1.3e-04 	 t=70s  	 loss=2.578	 val_loss=3.150    acc=0.720    acc_teach=0.725    acc_dist=0.721
Epoch 69/100 (step 142000) 	lr=1.3e-04 	 t=71s  	 loss=2.569	 val_loss=3.160    acc=0.716    acc_teach=0.728    acc_dist=0.727
Epoch 70/100 (step 144000) 	lr=1.2e-04 	 t=70s  	 loss=2.569	 val_loss=3.159    acc=0.717    acc_teach=0.728    acc_dist=0.725
Epoch 71/100 (step 146000) 	lr=1.2e-04 	 t=70s  	 loss=2.534	 val_loss=3.150    acc=0.723    acc_teach=0.727    acc_dist=0.727
Epoch 72/100 (step 148000) 	lr=1.1e-04 	 t=70s  	 loss=2.541	 val_loss=3.150    acc=0.721    acc_teach=0.731    acc_dist=0.727
Epoch 73/100 (step 150000) 	lr=1.1e-04 	 t=70s  	 loss=2.532	 val_loss=3.166    acc=0.716    acc_teach=0.728    acc_dist=0.724
Epoch 74/100 (step 152000) 	lr=1.1e-04 	 t=70s  	 loss=2.505	 val_loss=3.141    acc=0.720    acc_teach=0.727    acc_dist=0.723
Epoch 75/100 (step 154000) 	lr=1.0e-04 	 t=70s  	 loss=2.504	 val_loss=3.132    acc=0.724    acc_teach=0.731    acc_dist=0.730
Epoch 76/100 (step 156000) 	lr=9.8e-05 	 t=70s  	 loss=2.510	 val_loss=3.134    acc=0.724    acc_teach=0.729    acc_dist=0.726
Epoch 77/100 (step 158000) 	lr=9.4e-05 	 t=70s  	 loss=2.503	 val_loss=3.133    acc=0.722    acc_teach=0.730    acc_dist=0.724
Epoch 78/100 (step 160000) 	lr=9.0e-05 	 t=70s  	 loss=2.484	 val_loss=3.131    acc=0.723    acc_teach=0.732    acc_dist=0.729
Epoch 79/100 (step 162000) 	lr=8.6e-05 	 t=70s  	 loss=2.498	 val_loss=3.130    acc=0.725    acc_teach=0.731    acc_dist=0.728
Epoch 80/100 (step 164000) 	lr=8.2e-05 	 t=70s  	 loss=2.488	 val_loss=3.118    acc=0.725    acc_teach=0.733    acc_dist=0.731
Epoch 81/100 (step 166000) 	lr=7.9e-05 	 t=70s  	 loss=2.461	 val_loss=3.122    acc=0.724    acc_teach=0.731    acc_dist=0.728
Epoch 82/100 (step 168000) 	lr=7.5e-05 	 t=70s  	 loss=2.463	 val_loss=3.112    acc=0.727    acc_teach=0.733    acc_dist=0.727
Epoch 83/100 (step 170000) 	lr=7.1e-05 	 t=70s  	 loss=2.453	 val_loss=3.124    acc=0.725    acc_teach=0.732    acc_dist=0.729
Epoch 84/100 (step 172000) 	lr=6.7e-05 	 t=70s  	 loss=2.436	 val_loss=3.113    acc=0.732    acc_teach=0.733    acc_dist=0.731
Epoch 85/100 (step 174000) 	lr=6.3e-05 	 t=70s  	 loss=2.450	 val_loss=3.104    acc=0.730    acc_teach=0.735    acc_dist=0.731
Epoch 86/100 (step 176000) 	lr=5.9e-05 	 t=70s  	 loss=2.431	 val_loss=3.106    acc=0.730    acc_teach=0.733    acc_dist=0.730
Epoch 87/100 (step 178000) 	lr=5.5e-05 	 t=70s  	 loss=2.423	 val_loss=3.099    acc=0.732    acc_teach=0.733    acc_dist=0.731
Epoch 88/100 (step 180000) 	lr=5.1e-05 	 t=70s  	 loss=2.412	 val_loss=3.097    acc=0.732    acc_teach=0.734    acc_dist=0.729
Epoch 89/100 (step 182000) 	lr=4.8e-05 	 t=70s  	 loss=2.412	 val_loss=3.093    acc=0.731    acc_teach=0.734    acc_dist=0.731
Epoch 90/100 (step 184000) 	lr=4.4e-05 	 t=70s  	 loss=2.399	 val_loss=3.092    acc=0.732    acc_teach=0.734    acc_dist=0.731
Epoch 91/100 (step 186000) 	lr=4.0e-05 	 t=70s  	 loss=2.394	 val_loss=3.091    acc=0.732    acc_teach=0.735    acc_dist=0.738
Epoch 92/100 (step 188000) 	lr=3.6e-05 	 t=70s  	 loss=2.393	 val_loss=3.083    acc=0.736    acc_teach=0.737    acc_dist=0.734
Epoch 93/100 (step 190000) 	lr=3.2e-05 	 t=70s  	 loss=2.384	 val_loss=3.091    acc=0.732    acc_teach=0.733    acc_dist=0.734
Epoch 94/100 (step 192000) 	lr=2.8e-05 	 t=71s  	 loss=2.385	 val_loss=3.089    acc=0.732    acc_teach=0.733    acc_dist=0.735
Epoch 94/100 (step 194000) 	lr=2.4e-05 	 t=68s  	 loss=2.381	 val_loss=3.089    acc=0.733    acc_teach=0.735    acc_dist=0.733
Epoch 95/100 (step 196000) 	lr=2.0e-05 	 t=71s  	 loss=2.378	 val_loss=3.081    acc=0.734    acc_teach=0.734    acc_dist=0.733
Epoch 96/100 (step 198000) 	lr=1.7e-05 	 t=71s  	 loss=2.377	 val_loss=3.075    acc=0.735    acc_teach=0.736    acc_dist=0.736
Epoch 97/100 (step 200000) 	lr=1.3e-05 	 t=71s  	 loss=2.374	 val_loss=3.072    acc=0.736    acc_teach=0.737    acc_dist=0.735
Epoch 98/100 (step 202000) 	lr=8.9e-06 	 t=70s  	 loss=2.370	 val_loss=3.072    acc=0.736    acc_teach=0.736    acc_dist=0.734
Epoch 99/100 (step 204000) 	lr=5.0e-06 	 t=70s  	 loss=2.371	 val_loss=3.075    acc=0.737    acc_teach=0.737    acc_dist=0.736
Epoch 100/100 (step 206408) 	lr=3.3e-07 	 t=82s  	 loss=2.368	 val_loss=3.071    acc=0.737    acc_teach=0.737    acc_dist=0.735

 -> Saving weights to ../logs/2023-05-01/2/mlp_bert_4_2.pt


-------------   Fold 4 / 4  -------------

    -> Data Preparation
    -> 73336 training images
    -> 21141 validation images
    -> 13688418 trainable parameters
    -> 6943394 distilled parameters

Epoch 01/100 (step 2000) 	lr=1.0e-05 	 t=73s  	 loss=5.493	 val_loss=5.363    acc=0.028
Epoch 02/100 (step 4000) 	lr=2.1e-05 	 t=71s  	 loss=5.148	 val_loss=4.933    acc=0.096
Epoch 03/100 (step 6000) 	lr=3.1e-05 	 t=69s  	 loss=4.742	 val_loss=4.660    acc=0.177
Epoch 04/100 (step 8000) 	lr=4.2e-05 	 t=69s  	 loss=4.441	 val_loss=4.251    acc=0.332
Epoch 05/100 (step 10000) 	lr=5.2e-05 	 t=69s  	 loss=4.265	 val_loss=4.224    acc=0.336
Epoch 06/100 (step 12000) 	lr=6.3e-05 	 t=69s  	 loss=4.105	 val_loss=4.047    acc=0.388
Epoch 07/100 (step 14000) 	lr=7.3e-05 	 t=70s  	 loss=3.893	 val_loss=3.945    acc=0.438
Epoch 07/100 (step 16000) 	lr=8.4e-05 	 t=67s  	 loss=3.797	 val_loss=3.736    acc=0.513
Epoch 08/100 (step 18000) 	lr=9.4e-05 	 t=70s  	 loss=3.666	 val_loss=3.742    acc=0.507
Epoch 09/100 (step 20000) 	lr=1.0e-04 	 t=69s  	 loss=3.596	 val_loss=3.577    acc=0.582
Epoch 10/100 (step 22000) 	lr=1.2e-04 	 t=70s  	 loss=3.509	 val_loss=3.560    acc=0.573
Epoch 11/100 (step 24000) 	lr=1.3e-04 	 t=69s  	 loss=3.515	 val_loss=3.477    acc=0.605
Epoch 12/100 (step 26000) 	lr=1.4e-04 	 t=69s  	 loss=3.477	 val_loss=3.475    acc=0.606
Epoch 13/100 (step 28000) 	lr=1.5e-04 	 t=69s  	 loss=3.401	 val_loss=3.491    acc=0.594
Epoch 14/100 (step 30000) 	lr=1.6e-04 	 t=70s  	 loss=3.422	 val_loss=3.429    acc=0.619
Epoch 14/100 (step 32000) 	lr=1.7e-04 	 t=67s  	 loss=3.377	 val_loss=3.390    acc=0.639
Epoch 15/100 (step 34000) 	lr=1.8e-04 	 t=70s  	 loss=3.390	 val_loss=3.404    acc=0.626
Epoch 16/100 (step 36000) 	lr=1.9e-04 	 t=69s  	 loss=3.412	 val_loss=3.430    acc=0.616
Epoch 17/100 (step 38000) 	lr=2.0e-04 	 t=69s  	 loss=3.407	 val_loss=3.364    acc=0.650
Epoch 18/100 (step 40000) 	lr=2.1e-04 	 t=69s  	 loss=3.416	 val_loss=3.352    acc=0.650
Epoch 19/100 (step 42000) 	lr=2.2e-04 	 t=69s  	 loss=3.420	 val_loss=3.366    acc=0.646
Epoch 20/100 (step 44000) 	lr=2.3e-04 	 t=70s  	 loss=3.430	 val_loss=3.330    acc=0.658
Epoch 21/100 (step 46000) 	lr=2.4e-04 	 t=69s  	 loss=3.431	 val_loss=3.348    acc=0.646
Epoch 21/100 (step 48000) 	lr=2.5e-04 	 t=67s  	 loss=3.484	 val_loss=3.328    acc=0.654
Epoch 22/100 (step 50000) 	lr=2.6e-04 	 t=70s  	 loss=3.490	 val_loss=3.344    acc=0.647
Epoch 23/100 (step 52000) 	lr=2.7e-04 	 t=69s  	 loss=3.501	 val_loss=3.311    acc=0.662
Epoch 24/100 (step 54000) 	lr=2.8e-04 	 t=70s  	 loss=3.465	 val_loss=3.324    acc=0.655
Epoch 25/100 (step 56000) 	lr=2.9e-04 	 t=69s  	 loss=3.506	 val_loss=3.351    acc=0.640
Epoch 26/100 (step 58000) 	lr=3.0e-04 	 t=69s  	 loss=3.498	 val_loss=3.308    acc=0.664
Epoch 27/100 (step 60000) 	lr=3.0e-04 	 t=69s  	 loss=3.425	 val_loss=3.283    acc=0.671
Epoch 28/100 (step 62000) 	lr=2.9e-04 	 t=70s  	 loss=3.426	 val_loss=3.276    acc=0.666
Epoch 28/100 (step 64000) 	lr=2.9e-04 	 t=67s  	 loss=3.404	 val_loss=3.265    acc=0.664
Epoch 29/100 (step 66000) 	lr=2.8e-04 	 t=69s  	 loss=3.385	 val_loss=3.249    acc=0.679
Epoch 30/100 (step 68000) 	lr=2.8e-04 	 t=69s  	 loss=3.354	 val_loss=3.280    acc=0.663
Epoch 31/100 (step 70000) 	lr=2.8e-04 	 t=69s  	 loss=3.373	 val_loss=3.231    acc=0.681
Epoch 32/100 (step 72000) 	lr=2.7e-04 	 t=69s  	 loss=3.302	 val_loss=3.219    acc=0.688
Epoch 33/100 (step 74000) 	lr=2.7e-04 	 t=69s  	 loss=3.307	 val_loss=3.232    acc=0.683
Epoch 34/100 (step 76000) 	lr=2.7e-04 	 t=69s  	 loss=3.287	 val_loss=3.222    acc=0.680
Epoch 35/100 (step 78000) 	lr=2.6e-04 	 t=69s  	 loss=3.286	 val_loss=3.226    acc=0.689
Epoch 35/100 (step 80000) 	lr=2.6e-04 	 t=68s  	 loss=3.273	 val_loss=3.191    acc=0.697
Epoch 36/100 (step 82000) 	lr=2.6e-04 	 t=69s  	 loss=3.262	 val_loss=3.197    acc=0.691
Epoch 37/100 (step 84000) 	lr=2.5e-04 	 t=69s  	 loss=3.268	 val_loss=3.196    acc=0.693
Epoch 38/100 (step 86000) 	lr=2.5e-04 	 t=69s  	 loss=3.218	 val_loss=3.211    acc=0.686
Epoch 39/100 (step 88000) 	lr=2.5e-04 	 t=69s  	 loss=3.225	 val_loss=3.178    acc=0.694
Epoch 40/100 (step 90000) 	lr=2.4e-04 	 t=69s  	 loss=3.196	 val_loss=3.186    acc=0.696
Epoch 41/100 (step 92000) 	lr=2.4e-04 	 t=69s  	 loss=3.187	 val_loss=3.177    acc=0.695
Epoch 42/100 (step 94000) 	lr=2.4e-04 	 t=69s  	 loss=3.204	 val_loss=3.159    acc=0.702
Epoch 42/100 (step 96000) 	lr=2.3e-04 	 t=67s  	 loss=3.146	 val_loss=3.174    acc=0.696
Epoch 43/100 (step 98000) 	lr=2.3e-04 	 t=69s  	 loss=3.149	 val_loss=3.176    acc=0.697
Epoch 44/100 (step 100000) 	lr=2.3e-04 	 t=70s  	 loss=3.182	 val_loss=3.175    acc=0.695
Epoch 45/100 (step 102000) 	lr=2.2e-04 	 t=69s  	 loss=3.137	 val_loss=3.156    acc=0.702
Epoch 46/100 (step 104000) 	lr=2.2e-04 	 t=69s  	 loss=3.119	 val_loss=3.164    acc=0.698
Epoch 47/100 (step 106000) 	lr=2.1e-04 	 t=69s  	 loss=3.116	 val_loss=3.141    acc=0.703
Epoch 48/100 (step 108000) 	lr=2.1e-04 	 t=70s  	 loss=3.107	 val_loss=3.160    acc=0.697
Epoch 49/100 (step 110000) 	lr=2.1e-04 	 t=69s  	 loss=3.078	 val_loss=3.167    acc=0.697
Epoch 49/100 (step 112000) 	lr=2.0e-04 	 t=68s  	 loss=3.056	 val_loss=3.157    acc=0.699
Epoch 50/100 (step 114000) 	lr=2.0e-04 	 t=71s  	 loss=2.746	 val_loss=3.130    acc=0.717
Epoch 51/100 (step 116000) 	lr=2.0e-04 	 t=72s  	 loss=2.725	 val_loss=3.138    acc=0.719    acc_teach=0.737    acc_dist=0.715
Epoch 52/100 (step 118000) 	lr=1.9e-04 	 t=71s  	 loss=2.705	 val_loss=3.118    acc=0.727    acc_teach=0.739    acc_dist=0.727
Epoch 53/100 (step 120000) 	lr=1.9e-04 	 t=71s  	 loss=2.720	 val_loss=3.137    acc=0.719    acc_teach=0.732    acc_dist=0.719
Epoch 54/100 (step 122000) 	lr=1.9e-04 	 t=71s  	 loss=2.700	 val_loss=3.149    acc=0.723    acc_teach=0.737    acc_dist=0.733
Epoch 55/100 (step 124000) 	lr=1.8e-04 	 t=71s  	 loss=2.719	 val_loss=3.133    acc=0.721    acc_teach=0.737    acc_dist=0.723
Epoch 56/100 (step 126000) 	lr=1.8e-04 	 t=70s  	 loss=2.681	 val_loss=3.125    acc=0.729    acc_teach=0.739    acc_dist=0.719
Epoch 56/100 (step 128000) 	lr=1.8e-04 	 t=69s  	 loss=2.696	 val_loss=3.147    acc=0.715    acc_teach=0.742    acc_dist=0.717
Epoch 57/100 (step 130000) 	lr=1.7e-04 	 t=71s  	 loss=2.670	 val_loss=3.121    acc=0.725    acc_teach=0.736    acc_dist=0.722
