participant_id,sequence_id,fold
4718,1932188958,1
53618,1932215200,0
4718,1932220733,1
37055,1932252474,0
37779,1932272536,1
29302,1932387258,4
32319,1932400428,0
37055,1932454352,0
30680,1932481344,3
16069,1932493634,2
32319,1932522181,0
29302,1932567329,4
16069,1932573652,2
62590,1932591852,3
2044,1932631573,4
36257,1932643217,2
36257,1932670186,2
34503,1932685780,1
29302,1932752289,4
61333,1932775914,4
32319,1932794862,0
2044,1932804354,4
27610,1932822101,2
29302,1932842733,4
16069,1932970664,2
22343,1933009053,4
36257,1933051664,2
25571,1933098114,1
62590,1933206197,3
49445,1933233856,0
55372,193323554,3
30680,1933273643,3
30680,1933437778,3
16069,1933441216,2
16069,1933462397,2
37055,1933573829,0
37055,1933578327,0
37055,1933615256,0
62590,1933623462,3
29302,193363007,4
34503,1933791999,1
55372,1933881739,3
53618,1933894784,0
49445,1933897498,0
29302,1933957528,4
27610,193398524,2
37779,1933999951,1
4718,193402275,1
55372,1934039912,3
27610,1934052667,2
53618,1934087363,0
37779,1934213201,1
27610,1934246776,2
55372,1934279575,3
37779,1934342465,1
16069,1934546374,2
37055,1934661122,0
22343,1934662764,4
4718,1934668804,1
53618,1934718113,0
37779,1934729933,1
49445,1934766575,0
53618,1934797375,0
34503,1934896804,1
49445,1934903181,0
55372,1934937933,3
53618,1934996462,0
16069,1935012113,2
36257,1935207403,2
49445,1935429954,0
22343,1935460247,4
49445,1935463060,0
55372,1935472062,3
2044,1935522275,4
27610,1935527370,2
18796,1935630497,3
2044,1935633796,4
18796,193571748,3
34503,1935786491,1
55372,1935808071,3
18796,1935860460,3
4718,193590988,1
4718,1935943159,1
37779,1936054088,1
16069,1936054378,2
49445,1936056781,0
4718,1936100639,1
30680,1936109895,3
55372,1936159043,3
37055,1936169622,0
55372,193618161,3
53618,193619823,0
2044,1936230322,4
37055,1936266668,0
22343,1936271621,4
26734,1936271809,0
26734,193627366,0
55372,1936283776,3
29302,1936302935,4
26734,193646073,0
37055,193646934,0
4718,1936494454,1
36257,1936665924,2
4718,1936741062,1
32319,1936757443,0
34503,1936919927,1
28656,1936927057,2
55372,1937010385,3
28656,1937079828,2
55372,1937085464,3
61333,1937085882,4
37779,1937114500,1
49445,1937182845,0
53618,1937195292,0
37779,1937195469,1
61333,1937252054,4
53618,1937332429,0
18796,1937346108,3
2044,1937350672,4
62590,1937389454,3
37055,1937536037,0
61333,1937590993,4
18796,1937651091,3
49445,1937669280,0
4718,193770189,1
34503,1937721134,1
37055,1937755817,0
27610,1937788263,2
22343,1937822856,4
29302,1937909993,4
22343,1937912169,4
36257,1937914842,2
37055,1937981975,0
62590,1938013698,3
27610,1938066215,2
32319,1938086617,0
34503,1938119939,1
16069,1938120150,2
55372,193818793,3
55372,1938235435,3
30680,1938305836,3
30680,1938339637,3
22343,193835756,4
37055,193839831,0
37779,1938416829,1
4718,1938463523,1
16069,1938492727,2
32319,1938636288,0
49445,1938648807,0
62590,1938714121,3
62590,1938738750,3
28656,1938757464,2
36257,1938760410,2
34503,1938797241,1
30680,1938826439,3
4718,1938830512,1
53618,1938832623,0
30680,1938919151,3
53618,193895155,0
2044,1938982664,4
55372,1939087317,3
37779,1939089727,1
26734,1939169313,0
30680,1939231344,3
61333,1939239063,4
29302,1939255243,4
34503,1939277730,1
61333,1939303513,4
16069,1939324745,2
22343,1939370544,4
27610,1939431887,2
62590,1939551358,3
37055,193955569,0
34503,1939651059,1
36257,1939735437,2
53618,1939803897,0
37055,193982969,0
32319,1939863281,0
55372,193987851,3
25571,1939902556,1
49445,1939944625,0
18796,1940059465,3
61333,1940084898,4
27610,194014579,2
36257,1940184104,2
4718,1940218862,1
28656,1940258336,2
18796,1940331407,3
22343,1940377315,4
49445,1940434399,0
22343,1940440797,4
34503,194045452,1
29302,1940517237,4
49445,1940554963,0
55372,1940621747,3
27610,1940635823,2
25571,1940681144,1
62590,1940816696,3
53618,1940821005,0
26734,1940874593,0
28656,1940886644,2
27610,1940898919,2
61333,1940913752,4
29302,1940979492,4
18796,1941071662,3
30680,1941090794,3
29302,1941124312,4
27610,1941162794,2
37055,1941204954,0
61333,1941217674,4
27610,1941260370,2
53618,194128495,0
27610,1941349337,2
34503,1941365225,1
22343,1941410933,4
61333,1941422371,4
18796,194162130,3
62590,194164903,3
49445,1941677746,0
62590,1941679234,3
16069,1941695026,2
4718,1941715141,1
2044,1941739670,4
34503,1941772570,1
61333,1941802167,4
61333,1941863724,4
18796,1941901354,3
16069,1941906343,2
62590,1942024524,3
55372,1942031376,3
53618,1942074209,0
49445,1942089066,0
55372,1942115610,3
16069,1942121302,2
34503,1942140411,1
30680,1942319971,3
62590,194233100,3
37055,194235127,0
29302,1942361089,4
55372,1942445012,3
37779,1942501657,1
30680,194250578,3
32319,1942506301,0
34503,1942521136,1
16069,1942563792,2
37055,1942570215,0
26734,194259025,0
37055,1942707913,0
18796,1942716201,3
29302,1942720862,4
26734,1942772394,0
18796,1942817242,3
55372,1942854848,3
61333,1942860690,4
29302,1942898602,4
2044,1942982330,4
25571,1943015515,1
49445,1943052712,0
37779,1943053593,1
25571,1943059571,1
34503,1943121523,1
28656,1943194294,2
49445,1943204986,0
49445,1943208974,0
2044,1943213235,4
26734,194321512,0
27610,1943216957,2
16069,1943324738,2
53618,1943417082,0
27610,1943457086,2
37055,1943476791,0
2044,1943491238,4
4718,194353653,1
2044,1943555469,4
22343,1943638672,4
29302,1943642220,4
22343,1943651856,4
29302,1943652519,4
37055,1943676600,0
37055,194375681,0
22343,1943765158,4
61333,1943798703,4
30680,1943800430,3
16069,1943809901,2
16069,1943814820,2
32319,1943891039,0
32319,1943905612,0
34503,1944013484,1
62590,1944085412,3
26734,1944107025,0
36257,1944114984,2
4718,1944135637,1
53618,1944177340,0
25571,1944191324,1
22343,1944206070,4
53618,1944242859,0
2044,1944290216,4
25571,1944330612,1
32319,1944337238,0
34503,1944426394,1
36257,1944495825,2
27610,1944523176,2
53618,194454428,0
26734,1944588370,0
22343,1944626757,4
27610,1944730219,2
37779,1944748526,1
16069,1944760995,2
26734,1944777590,0
32319,1944909933,0
4718,1944922207,1
37779,1944929921,1
49445,1945010056,0
49445,1945012411,0
49445,1945136279,0
2044,1945195199,4
36257,1945262434,2
62590,1945287021,3
53618,1945300226,0
32319,1945347349,0
29302,1945347888,4
53618,1945364990,0
18796,1945415612,3
28656,194542972,2
37779,1945436938,1
16069,1945458462,2
53618,1945601222,0
25571,1945627428,1
36257,1945646010,2
28656,1945659459,2
55372,1945681929,3
53618,1945843680,0
2044,1945999587,4
61333,1946127081,4
28656,1946127298,2
55372,1946166032,3
27610,1946182361,2
22343,194618916,4
37055,1946238706,0
29302,19462414,4
32319,1946252114,0
36257,1946255844,2
4718,1946296801,1
37055,194634997,0
25571,1946380258,1
32319,1946390842,0
2044,1946414194,4
30680,1946423980,3
61333,1946428844,4
22343,1946479298,4
28656,1946485817,2
62590,1946515293,3
29302,1946532323,4
37055,1946545172,0
30680,1946617362,3
22343,1946619209,4
28656,1946620870,2
32319,1946621452,0
61333,1946661944,4
16069,1946699068,2
25571,1946710610,1
37055,194672987,0
2044,1946780794,4
28656,1946823894,2
37055,1946839646,0
62590,1946866240,3
29302,1946936269,4
37055,1946944130,0
53618,194694683,0
53618,1946980474,0
26734,1947003159,0
26734,1947016299,0
18796,1947142720,3
16069,1947281892,2
25571,1947303254,1
61333,1947316949,4
27610,1947336547,2
37055,1947370513,0
34503,1947382647,1
29302,1947428740,4
55372,1947557041,3
34503,1947566183,1
2044,1947591483,4
53618,1947620980,0
37055,194766654,0
2044,1947717797,4
36257,1947802838,2
53618,1947939047,0
32319,1947968890,0
55372,1947974081,3
16069,194798855,2
26734,1948055863,0
62590,194806727,3
2044,1948074780,4
62590,1948075785,3
55372,1948103575,3
37779,1948110941,1
18796,1948165561,3
37055,194818040,0
37055,194824711,0
55372,1948247324,3
32319,1948250725,0
28656,1948250896,2
62590,1948285735,3
28656,194838365,2
18796,1948441159,3
4718,1948481773,1
61333,1948633087,4
4718,1948640545,1
36257,1948649465,2
36257,1948661583,2
32319,1948677030,0
53618,1948682576,0
32319,1948725092,0
30680,1948759592,3
25571,1948790542,1
26734,1948800950,0
30680,1948826112,3
34503,1948856182,1
16069,1948892787,2
18796,1948982487,3
49445,1948987125,0
55372,1949017096,3
30680,1949046048,3
37055,1949100559,0
30680,1949135589,3
30680,1949217453,3
2044,1949220355,4
32319,1949233881,0
16069,1949249140,2
26734,1949288388,0
49445,1949320419,0
28656,194939361,2
36257,1949399492,2
18796,1949434732,3
18796,1949464329,3
27610,1949474959,2
49445,1949531068,0
29302,1949550718,4
16069,1949620203,2
29302,1949645192,4
37779,1949650190,1
37779,1949740553,1
61333,1949801644,4
16069,1949888592,2
2044,1949937751,4
29302,194994929,4
4718,1949973463,1
62590,1949989193,3
4718,1950023545,1
55372,1950031266,3
37779,1950044998,1
55372,1950070437,3
29302,195008790,4
32319,1950173568,0
62590,1950195189,3
37055,1950323181,0
36257,19503372,2
37779,1950408762,1
62590,1950445863,3
26734,1950448485,0
37055,1950555992,0
34503,1950674484,1
49445,1950699459,0
55372,1950706592,3
2044,1950722827,4
26734,195079182,0
28656,1950821518,2
16069,1950862212,2
55372,1950939872,3
29302,1950942400,4
29302,1950958690,4
34503,1950961403,1
16069,195098847,2
4718,1950995470,1
27610,1951000327,2
32319,1951040108,0
25571,1951068416,1
28656,1951141006,2
16069,195116331,2
16069,1951174594,2
49445,1951177103,0
22343,1951185275,4
62590,1951236825,3
34503,1951255335,1
25571,195126338,1
25571,1951276834,1
61333,1951330566,4
4718,1951346220,1
26734,1951401018,0
27610,1951412068,2
29302,1951458018,4
28656,1951508831,2
25571,1951646923,1
26734,1951675565,0
26734,1951698081,0
29302,1951796964,4
49445,1951845042,0
22343,1951849477,4
4718,1951863129,1
37779,1951872168,1
27610,1951916635,2
62590,1951921609,3
22343,1951966224,4
34503,1952069495,1
26734,1952079054,0
30680,1952080488,3
26734,1952087047,0
32319,1952134603,0
36257,1952149731,2
49445,1952184090,0
16069,1952264191,2
55372,1952276943,3
25571,1952342750,1
28656,1952349871,2
32319,1952401033,0
36257,1952418801,2
25571,1952474547,1
18796,1952563759,3
29302,1952579927,4
36257,1952611398,2
29302,1952678524,4
16069,1952696136,2
53618,1952729167,0
61333,1952740478,4
27610,1952765511,2
36257,1952822785,2
37779,1952950615,1
62590,1953031396,3
29302,1953221399,4
27610,1953230531,2
32319,19532952,0
18796,1953304701,3
53618,1953329815,0
62590,1953357351,3
4718,1953408978,1
61333,1953426482,4
27610,1953428858,2
53618,1953498851,0
2044,1953515701,4
61333,1953535912,4
30680,1953547661,3
4718,1953596402,1
34503,1953632270,1
2044,1953664484,4
34503,1953676662,1
2044,1953725431,4
61333,1953753947,4
34503,1953785547,1
28656,1953861217,2
49445,1953870452,0
62590,1953894845,3
18796,1953928335,3
61333,1953990382,4
4718,195400185,1
27610,1954044995,2
29302,1954047599,4
37779,1954059066,1
49445,195412870,0
36257,1954135300,2
25571,1954212083,1
37779,1954279969,1
4718,1954329733,1
49445,1954450268,0
26734,1954452645,0
26734,1954467472,0
32319,1954488986,0
61333,1954501706,4
29302,1954551149,4
4718,1954659518,1
16069,1954660764,2
49445,1954692375,0
61333,1954692864,4
55372,1954696022,3
16069,1954706708,2
22343,1954708342,4
2044,1954716988,4
62590,1954721187,3
30680,1954730051,3
22343,1954776768,4
55372,1954831443,3
34503,1954882587,1
22343,1954906596,4
49445,195491904,0
55372,195494177,3
49445,1955014689,0
16069,1955040313,2
22343,1955052367,4
4718,19550856,1
30680,1955095023,3
32319,1955183255,0
49445,1955209426,0
27610,195523737,2
25571,1955347026,1
22343,1955449376,4
37055,1955467120,0
27610,1955491661,2
36257,1955517375,2
4718,1955538601,1
32319,1955551914,0
25571,1955565673,1
61333,1955604914,4
32319,1955617259,0
2044,1955650604,4
55372,1955692485,3
18796,1955799399,3
26734,1955836546,0
2044,1955869025,4
32319,1955914724,0
4718,195592532,1
29302,1955966828,4
49445,1955988972,0
37055,1956049859,0
27610,195605698,2
22343,1956067774,4
26734,1956118258,0
53618,1956200983,0
30680,1956201928,3
37055,1956229879,0
2044,1956353609,4
22343,1956391119,4
30680,1956414243,3
28656,1956426012,2
26734,1956561489,0
62590,1956703986,3
16069,1956719042,2
61333,1956728163,4
26734,1956737041,0
34503,195674179,1
29302,1956806166,4
27610,1956807203,2
27610,1956826487,2
55372,1956896961,3
28656,1956960663,2
61333,195696101,4
36257,1957076309,2
37779,1957112433,1
29302,1957115703,4
26734,1957147215,0
18796,1957213641,3
22343,1957292674,4
4718,1957359024,1
28656,1957425699,2
61333,1957481743,4
32319,1957576459,0
53618,195760586,0
2044,1957653399,4
25571,19576973,1
25571,1957769277,1
18796,1957776107,3
62590,1957869759,3
61333,1957982409,4
61333,1958007381,4
62590,1958070221,3
32319,1958070633,0
61333,1958128558,4
27610,1958136848,2
62590,1958217233,3
27610,1958260144,2
37779,1958263079,1
25571,1958270504,1
16069,1958294704,2
32319,1958327702,0
49445,1958350130,0
62590,1958353548,3
2044,1958425354,4
61333,1958437974,4
36257,1958464073,2
32319,1958465790,0
16069,1958513835,2
34503,1958518114,1
36257,1958583301,2
62590,1958597804,3
62590,1958631440,3
32319,1958675543,0
26734,1958696961,0
49445,1958719618,0
2044,1958785240,4
29302,1958785757,4
26734,1958788715,0
37779,1958791340,1
18796,1958832446,3
61333,1958876504,4
18796,1958889971,3
32319,1958898959,0
34503,1958921399,1
32319,1958949179,0
34503,1958969143,1
34503,195904646,1
37779,1959087879,1
53618,1959092934,0
34503,1959100876,1
37055,1959244611,0
61333,1959276225,4
49445,1959329992,0
28656,1959352188,2
62590,1959432393,3
22343,195946524,4
32319,195946808,0
25571,1959470967,1
2044,1959505292,4
29302,1959539040,4
62590,1959550354,3
34503,1959561569,1
49445,1959582372,0
30680,1959617430,3
25571,1959643536,1
30680,1959644404,3
49445,1959692312,0
37779,1959716599,1
16069,1959722613,2
18796,1959745244,3
36257,1959802718,2
27610,1959857388,2
36257,1959900677,2
18796,1959958921,3
22343,1959969195,4
28656,1959983247,2
34503,196003631,1
29302,1960036995,4
25571,1960048047,1
55372,1960102547,3
26734,1960124698,0
16069,1960132118,2
37779,1960222266,1
53618,1960287141,0
32319,1960342397,0
2044,1960355269,4
37055,1960470055,0
62590,1960524821,3
53618,1960582597,0
27610,1960651440,2
34503,1960707471,1
22343,196071820,4
22343,196078739,4
28656,196089354,2
26734,1960958040,0
62590,1961029240,3
62590,1961097613,3
37055,1961119814,0
49445,1961151154,0
61333,196125380,4
53618,1961277866,0
37779,1961312559,1
32319,1961371251,0
34503,1961373096,1
36257,1961396526,2
29302,196151617,4
26734,1961553227,0
61333,1961616278,4
53618,1961622116,0
30680,1961682842,3
25571,1961737017,1
62590,1961738015,3
4718,1961798640,1
61333,1961852273,4
62590,1961919071,3
32319,1961945319,0
29302,1961973830,4
49445,196198802,0
16069,1961996234,2
61333,1962002188,4
2044,1962005815,4
28656,1962041322,2
4718,1962292688,1
26734,1962312361,0
62590,1962329960,3
55372,1962376568,3
37055,1962412114,0
16069,1962414450,2
18796,1962454347,3
4718,1962544005,1
53618,1962555387,0
37779,1962576924,1
26734,196263960,0
61333,1962642742,4
36257,196267052,2
26734,1962672619,0
28656,1962720129,2
37055,1962755901,0
28656,1962779411,2
2044,1962794064,4
2044,1962837187,4
37779,1962876455,1
28656,1962881747,2
28656,1962882275,2
53618,1962886557,0
49445,1962893410,0
29302,1962894796,4
30680,1962908686,3
62590,1962957068,3
37779,1963051844,1
22343,1963112343,4
27610,1963138533,2
22343,1963157423,4
22343,1963256269,4
4718,1963282081,1
55372,1963337244,3
18796,19633624,3
61333,1963416886,4
32319,1963437579,0
37779,1963572833,1
22343,1963578447,4
18796,1963625321,3
61333,1963639200,4
61333,1963677919,4
25571,1963730627,1
26734,1963748566,0
4718,1963783391,1
49445,1963870890,0
28656,1963880760,2
26734,1964075397,0
16069,1964095991,2
2044,196422950,4
62590,1964263689,3
53618,1964274105,0
55372,1964358686,3
61333,1964433048,4
53618,1964454778,0
37779,1964466943,1
36257,1964524309,2
36257,1964541588,2
36257,1964560769,2
29302,1964752682,4
37779,1964757274,1
36257,1964872991,2
27610,1964879856,2
27610,1964911475,2
22343,1964948742,4
27610,1964962683,2
36257,1965191827,2
37055,1965209688,0
4718,1965268863,1
36257,1965315573,2
28656,1965363600,2
36257,1965387454,2
36257,1965410694,2
2044,1965414623,4
22343,1965433257,4
34503,1965478561,1
62590,1965499879,3
62590,1965539287,3
29302,1965553855,4
49445,1965556104,0
32319,1965563237,0
2044,1965581298,4
26734,1965623098,0
37779,1965630765,1
61333,1965638625,4
25571,1965640057,1
25571,1965680467,1
26734,1965686818,0
36257,1965732715,2
55372,1965733226,3
37055,1965741155,0
62590,1965742353,3
34503,1965791736,1
61333,1965816691,4
32319,1965818057,0
32319,196586499,0
53618,1965867664,0
36257,1965918233,2
37055,1965933342,0
25571,1965953387,1
55372,1966001595,3
27610,1966101944,2
26734,1966137189,0
37055,1966151340,0
36257,1966231864,2
37055,196627813,0
2044,1966333307,4
26734,1966453353,0
16069,1966471689,2
16069,1966490592,2
29302,1966543754,4
36257,1966556809,2
26734,1966617329,0
26734,1966689254,0
26734,1966698368,0
27610,1966811870,2
4718,1966821671,1
37055,1966869712,0
16069,1966958095,2
62590,1966975937,3
18796,1966983948,3
37055,1966987172,0
26734,1967125758,0
37779,1967126687,1
62590,196717526,3
37055,1967203354,0
37055,1967227,0
62590,1967294313,3
25571,1967329529,1
18796,1967337015,3
2044,196737978,4
27610,1967395710,2
28656,1967458756,2
37055,1967468565,0
30680,196752503,3
49445,1967555279,0
62590,1967556720,3
61333,1967566937,4
36257,196757910,2
28656,1967620580,2
53618,1967630971,0
22343,1967675989,4
62590,196770861,3
34503,1967713570,1
49445,1967807733,0
37055,1967825560,0
49445,1967925724,0
34503,1967948980,1
27610,1967949402,2
36257,1967962336,2
32319,1967979040,0
37055,1968019119,0
2044,1968026828,4
29302,196804690,4
37779,1968074347,1
49445,1968074908,0
16069,1968232843,2
30680,1968271074,3
2044,1968368371,4
62590,1968451845,3
27610,1968486557,2
30680,1968494913,3
37055,1968513828,0
55372,1968518552,3
16069,1968525831,2
26734,1968535257,0
30680,1968544234,3
27610,1968554188,2
37779,1968557333,1
29302,1968626342,4
55372,196867342,3
22343,1968769901,4
16069,1968799558,2
18796,1968827895,3
26734,196884182,0
27610,196884969,2
34503,1968993762,1
55372,1969042874,3
28656,1969089794,2
62590,1969115392,3
30680,1969241283,3
37055,1969291407,0
26734,1969320322,0
36257,1969323821,2
16069,1969342552,2
27610,1969352464,2
4718,1969536960,1
53618,1969539755,0
2044,196957486,4
34503,1969576157,1
4718,1969637646,1
53618,196965463,0
37055,1969658550,0
28656,1969699329,2
61333,1969812017,4
18796,1969870135,3
26734,1969968141,0
34503,1969976837,1
28656,1970021516,2
36257,1970027545,2
18796,1970044425,3
32319,1970049254,0
32319,1970051849,0
37055,1970112993,0
37055,1970169418,0
53618,1970182955,0
16069,1970192019,2
2044,1970219650,4
36257,1970278233,2
32319,197028530,0
62590,197040724,3
36257,1970469342,2
16069,1970484417,2
25571,1970485737,1
16069,1970486234,2
27610,1970565538,2
18796,1970648483,3
37055,1970665455,0
37779,197067416,1
27610,197072093,2
32319,1970832774,0
16069,1970836075,2
26734,1970847377,0
2044,1970893347,4
25571,1970909154,1
37779,1970990625,1
32319,197099939,0
62590,1971017373,3
53618,1971028192,0
2044,1971036478,4
37055,1971078998,0
4718,1971094144,1
32319,1971119159,0
36257,1971182970,2
37779,1971222070,1
62590,1971230912,3
29302,1971246905,4
30680,1971282674,3
37055,1971286950,0
49445,1971299550,0
4718,1971358370,1
27610,1971365555,2
4718,1971389010,1
4718,1971429819,1
62590,1971439239,3
37779,1971474887,1
16069,1971541020,2
36257,1971740062,2
18796,1971833367,3
49445,1971871385,0
37779,1971954574,1
2044,197203044,4
22343,1972039279,4
16069,1972080128,2
28656,197211147,2
26734,1972140321,0
62590,1972142431,3
32319,1972163364,0
30680,1972194079,3
27610,1972238720,2
32319,197223906,0
49445,1972249373,0
16069,1972278096,2
37055,1972377937,0
22343,1972433993,4
16069,1972489802,2
61333,1972655513,4
37055,1972667876,0
62590,197272505,3
25571,1972755257,1
32319,1972814048,0
16069,1972817309,2
61333,1972856555,4
29302,1972942978,4
16069,1972955392,2
18796,1972984772,3
53618,1972999191,0
2044,1973025580,4
37055,1973100951,0
55372,1973194776,3
49445,1973198939,0
37055,1973210865,0
27610,197324042,2
18796,197324386,3
34503,1973260931,1
28656,1973377721,2
16069,1973433689,2
30680,1973435080,3
25571,197345075,1
61333,1973457820,4
26734,197346838,0
62590,1973505772,3
16069,1973508560,2
22343,1973579940,4
26734,1973590785,0
61333,1973609251,4
4718,19736603,1
32319,1973711358,0
25571,1973721160,1
26734,1973733072,0
25571,1973757058,1
53618,197376574,0
2044,1973779497,4
26734,1973896537,0
16069,197390180,2
18796,1973952019,3
55372,1974016273,3
28656,1974122846,2
30680,1974124851,3
25571,1974188439,1
16069,1974215904,2
36257,1974235571,2
34503,1974247332,1
4718,1974313836,1
62590,1974329044,3
18796,1974351750,3
16069,1974357918,2
62590,1974375961,3
62590,1974406352,3
55372,1974426815,3
22343,1974501970,4
18796,1974604135,3
34503,1974679468,1
26734,1974686834,0
30680,1974725471,3
53618,1974771516,0
22343,1974787405,4
36257,1974789977,2
62590,1974796790,3
49445,1974825873,0
37055,1974828079,0
27610,1974855272,2
27610,1975045015,2
62590,1975055298,3
28656,1975174661,2
30680,1975210456,3
55372,1975220577,3
55372,1975251962,3
55372,1975326539,3
29302,19753276,4
2044,1975395666,4
61333,197540932,4
37055,197541230,0
22343,1975470593,4
25571,1975540135,1
37779,1975541092,1
22343,1975578118,4
53618,1975603337,0
29302,1975623206,4
2044,1975826374,4
49445,1975862545,0
34503,1975897570,1
4718,1975899543,1
55372,1975922886,3
28656,1975939465,2
29302,197596635,4
37779,1975971591,1
26734,1975975734,0
55372,1976000139,3
34503,197611658,1
49445,1976140804,0
61333,1976202739,4
22343,1976218619,4
32319,1976401008,0
30680,1976409316,3
55372,1976443662,3
28656,1976506824,2
22343,1976524006,4
22343,1976578136,4
27610,197664304,2
27610,1976659976,2
55372,1976696500,3
53618,1976709456,0
37055,1976732520,0
55372,1976778424,3
36257,1976843205,2
25571,1976881003,1
62590,1976913398,3
18796,1976933154,3
27610,1976985536,2
29302,1976994046,4
27610,197702837,2
25571,1977086578,1
37779,1977138776,1
61333,1977229203,4
53618,1977256796,0
62590,1977277123,3
4718,1977311846,1
29302,1977430664,4
34503,1977478291,1
29302,1977553609,4
32319,1977573163,0
30680,1977630487,3
37779,1977730968,1
16069,1977760299,2
29302,1977837746,4
34503,1977907567,1
37055,1977922505,0
34503,1977931812,1
27610,1978009677,2
29302,1978010494,4
26734,1978011289,0
26734,1978085743,0
34503,1978094956,1
34503,1978130970,1
37779,197818118,1
32319,1978227051,0
27610,1978351664,2
34503,1978405474,1
49445,1978415479,0
26734,1978440116,0
25571,1978555371,1
29302,1978618044,4
30680,1978879027,3
53618,1978945251,0
22343,1978979619,4
27610,1979123636,2
4718,1979151814,1
26734,1979178973,0
25571,1979192460,1
55372,1979237975,3
49445,1979250993,0
18796,1979270479,3
29302,1979305963,4
36257,1979376228,2
34503,1979376918,1
34503,1979408783,1
32319,1979466946,0
34503,1979499165,1
32319,1979524425,0
30680,1979538967,3
53618,1979544939,0
62590,1979623912,3
4718,1979634357,1
36257,1979643818,2
29302,1979677828,4
36257,1979740087,2
22343,1979751809,4
61333,1979831029,4
27610,197989902,2
2044,1980004946,4
37055,1980009639,0
61333,1980023063,4
28656,1980074486,2
53618,198009508,0
32319,1980192438,0
28656,1980255689,2
37055,1980296668,0
30680,1980305317,3
25571,198031259,1
62590,198038212,3
37055,198039256,0
34503,1980393803,1
49445,1980402600,0
27610,1980504044,2
22343,1980551517,4
36257,1980668563,2
18796,1980776620,3
4718,1980778309,1
62590,1980798838,3
28656,1980804047,2
22343,1980851869,4
28656,198095773,2
37779,1981090583,1
25571,1981146482,1
22343,1981159111,4
4718,1981161223,1
18796,198118186,3
61333,1981200077,4
27610,1981202443,2
30680,1981260861,3
30680,1981281529,3
26734,1981381868,0
30680,1981448522,3
30680,1981497880,3
36257,1981510382,2
53618,1981527889,0
27610,1981630256,2
4718,1981724480,1
22343,1981772146,4
18796,198185891,3
49445,1981930918,0
34503,1981936377,1
32319,198197395,0
18796,1981994985,3
4718,1982047186,1
28656,1982063484,2
62590,1982075986,3
2044,1982084896,4
22343,1982096857,4
37779,1982104965,1
27610,1982112254,2
62590,1982112499,3
32319,198211321,0
34503,1982141,1
36257,1982145302,2
61333,1982152276,4
28656,1982198291,2
61333,1982271238,4
26734,1982271356,0
32319,1982273497,0
30680,1982306162,3
25571,1982414158,1
49445,1982435184,0
28656,1982459435,2
16069,1982477716,2
32319,1982511104,0
22343,1982528778,4
32319,1982589966,0
28656,198260475,2
16069,1982740331,2
29302,1982779656,4
22343,1982796458,4
55372,1982840842,3
36257,1982876403,2
32319,1982941466,0
26734,19829432,0
22343,1982992191,4
49445,1983055868,0
49445,1983092494,0
28656,198318190,2
37055,1983198333,0
4718,1983208442,1
4718,1983249874,1
22343,1983266825,4
53618,198328986,0
37055,1983307676,0
2044,1983313795,4
22343,1983352569,4
4718,1983356979,1
16069,1983409834,2
37055,198341103,0
4718,1983445746,1
16069,1983552660,2
62590,1983586693,3
37779,1983685181,1
61333,1983687526,4
53618,1983761841,0
61333,1983818702,4
34503,1983864388,1
37779,1983902333,1
26734,1983926547,0
2044,1984046272,4
28656,1984135506,2
49445,1984148657,0
55372,1984162066,3
34503,1984197168,1
32319,1984219142,0
32319,1984253817,0
36257,1984268567,2
55372,1984282720,3
28656,1984332867,2
37779,1984359102,1
55372,1984412565,3
26734,1984436156,0
30680,1984448852,3
53618,1984476531,0
36257,1984522027,2
16069,1984526573,2
61333,1984566340,4
28656,1984599772,2
28656,1984599855,2
32319,1984621349,0
27610,1984668418,2
37779,1984688608,1
26734,1984702310,0
22343,1984706369,4
37779,1984722729,1
16069,1984944524,2
53618,1984944642,0
25571,1984990831,1
25571,1985006447,1
34503,1985007800,1
53618,1985138644,0
4718,1985160633,1
29302,1985182269,4
55372,1985213873,3
2044,1985252428,4
26734,1985373316,0
22343,198544459,4
49445,1985469852,0
62590,19854755,3
27610,1985554329,2
18796,1985565528,3
18796,1985633060,3
61333,1985648069,4
16069,1985654319,2
2044,1985664042,4
62590,1985784715,3
49445,1985914740,0
32319,1985943707,0
53618,1985948013,0
22343,1985948497,4
22343,198605418,4
53618,1986102892,0
55372,1986107139,3
37055,1986125219,0
26734,1986125232,0
27610,1986186909,2
16069,1986248938,2
25571,1986259471,1
36257,1986278647,2
30680,1986301937,3
29302,1986338630,4
28656,1986356456,2
25571,1986365752,1
34503,1986442583,1
28656,1986467164,2
53618,1986547536,0
37779,198656715,1
29302,1986610718,4
32319,1986623380,0
62590,1986635699,3
22343,1986692980,4
61333,1986877929,4
27610,1986918822,2
27610,1986999249,2
16069,1987065189,2
26734,1987076367,0
2044,1987082785,4
4718,1987150972,1
16069,1987154144,2
61333,1987174173,4
37055,1987221044,0
4718,1987287384,1
27610,1987309295,2
55372,1987353932,3
16069,1987430207,2
27610,1987542090,2
29302,1987567688,4
34503,1987570920,1
27610,1987621231,2
22343,1987686789,4
30680,1987697310,3
34503,1987754813,1
2044,1987966641,4
36257,1987992622,2
28656,198799449,2
36257,1987995644,2
26734,1988074573,0
28656,198815481,2
32319,1988243993,0
30680,1988270236,3
16069,1988270559,2
37779,1988286098,1
26734,1988293238,0
16069,198830032,2
62590,198833898,3
